"Letter","Synapses","Sex","Treatment","Time","ID","P1","P2","X","Y","Age","Animal","Category","Cell"
"H","Glutamate","Male","Control",0.083333333,"23607002",-44.08892441,-45.9199791,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",0.166666667,"23607002",-41.75522614,-46.02768707,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",0.25,"23607002",-47.98440552,-33.33596802,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",0.333333333,"23607002",-59.41054535,-28.89296532,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",0.416666667,"23607002",-62.90211487,-18.95680237,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",0.5,"23607002",-61.42111206,-29.68283272,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",0.583333333,"23607002",-76.81453705,-22.49324989,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",0.666666667,"23607002",-51.80807495,-28.61471748,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",0.75,"23607002",-78.15192413,-15.28571606,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",0.833333333,"23607002",-57.42690277,-49.49233246,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",0.916666667,"23607002",-41.04614258,-34.94262695,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1,"23607002",-32.70766449,-2.190084934,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.083333333,"23607002",-39.02659607,-47.57151794,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.166666667,"23607002",-80.22532654,-23.46263123,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.25,"23607002",-47.61639786,-25.03339005,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.333333333,"23607002",-58.55784607,-24.37815857,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.416666667,"23607002",-32.68073654,-50.38093185,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.5,"23607002",-38.36239243,-38.36239243,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.583333333,"23607002",-13.45466137,-51.90681076,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.666666667,"23607002",-31.98062706,-49.0704689,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.75,"23607002",-67.83878326,-30.60733604,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.833333333,"23607002",-55.91897583,-29.06350517,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",1.916666667,"23607002",-80.05478668,-28.78525734,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2,"23607002",-57.99237442,-31.74725723,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.083333333,"23607002",-42.79641724,-44.62747192,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.166666667,"23607002",-71.64450073,-21.59567451,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.25,"23607002",-56.58317947,-6.534351826,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.333333333,"23607002",-52.5710144,-28.76730537,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.416666667,"23607002",-54.73417282,-24.82694817,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.5,"23607002",-65.00244141,-27.16064453,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.583333333,"23607002",-73.40374756,-39.83441544,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.666666667,"23607002",-24.80002022,-34.56564331,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.75,"23607002",-65.90899658,-31.1189537,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.833333333,"23607002",-16.56027412,-56.23312378,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",2.916666667,"23607002",-42.74256134,-26.26306915,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3,"23607002",-57.78593063,-12.61991596,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.083333333,"23607002",-36.47748184,-29.76361465,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.166666667,"23607002",-41.70137405,-33.15645218,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.25,"23607002",-67.74902344,-38.45214844,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.333333333,"23607002",-68.16191101,-39.47538376,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.416666667,"23607002",-40.94741058,-50.10268402,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.5,"23607002",-24.18069267,-72.39846802,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.583333333,"23607002",-76.04262543,-33.92836761,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.666666667,"23607002",-33.35391617,-26.02969933,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.75,"23607002",-49.45642853,-36.63904572,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.833333333,"23607002",-53.87250137,-42.88617325,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",3.916666667,"23607002",-40.9384346,-17.74507332,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4,"23607002",-44.69029999,-62.3904953,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.083333333,"23607002",-52.48125839,-14.63946152,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.166666667,"23607002",-58.80916977,-50.87459946,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.25,"23607002",-58.57579803,-33.55138397,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.333333333,"23607002",-17.78995323,-40.9833107,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.416666667,"23607002",-28.23773575,-42.88617325,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.5,"23607002",-85.57488251,-28.81218338,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.583333333,"23607002",-25.83223152,-46.58418655,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.666666667,"23607002",-50.88357544,-35.01443481,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.75,"23607002",-58.07315445,-33.65909195,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.833333333,"23607002",-31.34334755,-40.49862289,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",4.916666667,"23607002",-30.81377792,-36.91729355,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5,"23607003",-74.59752655,-18.4451828,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.083333333,"23607003",-41.68342209,-38.63166428,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.166666667,"23607003",-62.9380188,-24.48586845,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.25,"23607003",-65.01141357,-27.16962051,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.333333333,"23607003",-43.4516449,-30.02391052,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.416666667,"23607003",-48.81017303,-21.95470428,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.5,"23607003",-52.69667816,-24.01015282,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.583333333,"23607003",-29.43151093,-20.88658905,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.666666667,"23607003",-57.96544647,-14.63048553,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.75,"23607003",-29.35072899,-31.79213524,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.833333333,"23607003",-18.78626251,-36.48645782,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",5.916666667,"23607003",-32.08833694,-21.10200691,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6,"23607003",-35.27473068,-44.43000412,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.083333333,"23607003",-23.28311729,-43.42471695,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.166666667,"23607003",-21.40718269,-59.85933304,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.25,"23607003",-39.32279587,-37.49174118,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.333333333,"23607003",-44.87879181,-31.45105743,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.416666667,"23607003",-63.93432617,-7.781982422,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.5,"23607003",-55.08422852,-17.8527832,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.583333333,"23607003",-58.12701035,-10.51958847,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.666666667,"23607003",-42.17708969,-28.13900185,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.75,"23607003",-61.44804001,-22.38554192,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.833333333,"23607003",-49.3217926,-31.62159729,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",6.916666667,"23607003",-32.68971252,-38.79322815,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7,"23607003",-31.80111122,-31.80111122,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.083333333,"23607003",-30.71504402,-32.54610062,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.166666667,"23607003",-39.87031937,-22.17012215,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.25,"23607003",-23.12155342,-29.83542061,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.333333333,"23607003",-60.14655685,-23.5254631,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.416666667,"23607003",-32.43838882,-8.024328232,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.5,"23607003",-19.84540176,-18.62469864,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.583333333,"23607003",-57.64231873,-22.85227966,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.666666667,"23607003",-30.19445038,-20.42882538,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.75,"23607003",-37.94052887,-7.422952175,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.833333333,"23607003",-60.8107605,-18.69650459,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",7.916666667,"23607003",-37.61740112,-35.78634644,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8,"23607003",-20.88658905,-42.8592453,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.083333333,"23607003",-55.6317482,-9.245031357,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.166666667,"23607003",-27.1247406,-27.73509216,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.25,"23607003",-36.32489395,-9.469425201,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.333333333,"23607003",-40.58837891,-10.07080078,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.416666667,"23607003",-26.49643898,-30.15854836,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.5,"23607003",-31.42412949,-32.64483261,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.583333333,"23607003",-44.34922028,-17.49375343,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.666666667,"23607003",-17.8079052,-23.30106926,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.75,"23607003",-30.1854744,-24.69231033,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.833333333,"23607003",-25.87711143,-21.6046505,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",8.916666667,"23607003",-40.43579102,-14.19067383,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9,"23607003",-27.59148026,-22.70866776,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.083333333,"23607003",-35.67863846,-15.53703785,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.166666667,"23607003",-30.11366844,-13.02382565,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.25,"23607003",-28.93784523,-16.12046242,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.333333333,"23607003",-36.79163361,-27.63636017,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.416666667,"23607003",-49.9680481,-21.28152275,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.5,"23607003",-41.32439041,-10.19646168,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.583333333,"23607003",-45.73148727,-19.48637199,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.666666667,"23607003",-32.5999527,-17.95151711,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.75,"23607003",-32.14218903,-21.15586281,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.833333333,"23607003",-30.56245613,-17.74507332,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",9.916666667,"23607003",-34.87081909,-20.2223835,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10,"23607004",-40.61530685,-22.30475998,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.08333333,"23607004",-37.13271332,-10.27724361,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.16666667,"23607004",-35.65171051,-17.34116554,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.25,"23607004",-31.21768761,-35.49014664,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.33333333,"23607004",-38.72142029,-23.46263123,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.41666667,"23607004",-41.84498596,-21.09303284,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.5,"23607004",-20.37497139,-13.6611042,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.58333333,"23607004",-53.52244568,-27.88768005,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.66666667,"23607004",-15.79733467,-13.35592842,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.75,"23607004",-33.85655975,-32.02550507,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.83333333,"23607004",-30.86763191,-30.25728035,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",10.91666667,"23607004",-48.31650543,-15.96787357,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11,"23607004",-37.27632523,-23.23823738,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.08333333,"23607004",-29.4943409,-20.94941902,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.16666667,"23607004",-44.85186386,-11.89287949,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.25,"23607004",-33.96426773,-27.86075401,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.33333333,"23607004",-33.99119568,-13.84959507,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.41666667,"23607004",-13.46363735,-44.59156799,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.5,"23607004",-45.57889938,-18.11308098,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.58333333,"23607004",-42.19503784,-19.00168037,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.66666667,"23607004",-28.39032364,-29.61102676,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.75,"23607004",-40.66915894,-20.52755928,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.83333333,"23607004",-16.98213387,-34.68233109,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",11.91666667,"23607004",-38.68551636,-23.4267292,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12,"23607004",-31.75623322,-15.27674103,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.08333333,"23607004",-52.90311813,-18.11308098,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.16666667,"23607004",-33.19235229,-31.36129951,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.25,"23607004",-28.78525734,-22.68174171,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.33333333,"23607004",-49.16022873,-17.42194748,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.41666667,"23607004",-35.47219849,-25.09622002,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.5,"23607004",-36.23513794,-17.31423759,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.58333333,"23607004",-29.73668671,-9.595085144,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.66666667,"23607004",-30.49962616,-18.90294647,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.75,"23607004",-38.25468063,-16.89237785,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.83333333,"23607004",-24.77309227,-25.99379539,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",12.91666667,"23607004",-30.83172989,-24.72821426,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13,"23607004",-47.89464569,-10.05284882,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.08333333,"23607004",-24.83592224,-28.49803162,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.16666667,"23607004",-28.94682121,-22.84330559,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.25,"23607004",-40.90253067,-23.81268692,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.33333333,"23607004",-27.43889236,-12.18010426,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.41666667,"23607004",-41.73727417,-25.25778389,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.5,"23607004",-29.296875,-28.07617188,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.58333333,"23607004",-28.27363777,-27.66328621,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.66666667,"23607004",-29.36868095,-17.77200127,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.75,"23607004",-21.99060822,-21.38025665,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.83333333,"23607004",-24.57562637,-17.25140762,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",13.91666667,"23607004",-30.70606995,-20.94044495,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14,"23607004",-45.50709534,-11.32740688,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.08333333,"23607004",-40.30115509,-8.56287384,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.16666667,"23607004",-22.40349197,-25.45524979,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.25,"23607004",-29.10838318,-30.3290863,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.33333333,"23607004",-38.11106873,-29.56614685,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.41666667,"23607004",-44.17868042,-15.49215889,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.5,"23607004",-53.56732559,-26.71185684,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.58333333,"23607004",-22.18807411,-29.51229286,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.66666667,"23607004",-52.36457443,-5.367503643,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.75,"23607004",-16.29100037,-14.45994663,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.83333333,"23607004",-42.50021362,-21.74826241,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",14.91666667,"23607004",-31.85496521,-14.76512241,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15,"23607005",-40.18447113,-17.60146141,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.08333333,"23607005",-56.36776352,-24.0191288,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.16666667,"23607005",-29.34175301,-16.52437019,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.25,"23607005",-33.19235229,-20.37497139,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.33333333,"23607005",-39.47538376,-5.906048775,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.41666667,"23607005",-34.26046753,-29.9880085,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.5,"23607005",-38.55985641,-19.02860832,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.58333333,"23607005",-47.71512985,-23.91142082,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.66666667,"23607005",-34.61052322,-29.11735916,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.75,"23607005",-46.35081482,-22.54710388,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.83333333,"23607005",-54.08792114,-21.12893486,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",15.91666667,"23607005",-20.03389168,-22.47529793,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16,"23607005",-37.16861343,-32.8961525,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.08333333,"23607005",-60.12860489,-5.807315826,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.16666667,"23607005",-38.79322815,-7.665297508,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.25,"23607005",-22.58300781,-21.97265625,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.33333333,"23607005",-45.21987152,-11.65053463,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.41666667,"23607005",-40.21139526,-25.56295967,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.5,"23607005",-28.25568771,-12.9968977,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.58333333,"23607005",-35.66966248,-25.90403748,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.66666667,"23607005",-31.31642151,-18.4990387,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.75,"23607005",-36.83651352,-19.1363163,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.83333333,"23607005",-14.69331646,-36.66597366,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",16.91666667,"23607005",-45.48914337,-14.36121368,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17,"23607005",-20.76990509,-15.27674103,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.08333333,"23607005",-32.17809296,-43.77477264,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.16666667,"23607005",-52.84926605,-19.89027977,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.25,"23607005",-25.07826805,-21.41615868,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.33333333,"23607005",-32.83332443,-22.45734787,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.41666667,"23607005",-17.53863144,-34.62847519,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.5,"23607005",-51.17977524,-15.77938271,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.58333333,"23607005",-46.00973511,-11.83004951,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.66666667,"23607005",-32.11526489,-11.36330986,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.75,"23607005",-43.9991684,-29.96108055,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.83333333,"23607005",-29.33277893,-17.12574768,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",17.91666667,"23607005",-22.80740166,-16.70388603,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18,"23607005",-38.29058456,-12.65581894,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.08333333,"23607005",-20.75195313,-16.47949219,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.16666667,"23607005",-21.39820862,-25.67066956,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.25,"23607005",-26.25409317,-21.98163223,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.33333333,"23607005",-22.67276573,-20.23135948,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.41666667,"23607005",-37.30325317,-23.26516533,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.5,"23607005",-31.93574715,-17.28730965,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.58333333,"23607005",-52.51716232,-12.84430981,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.66666667,"23607005",-28.62369347,-29.23404503,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.75,"23607005",-36.69290161,-23.87551689,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.83333333,"23607005",-22.295784,-13.75086212,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",18.91666667,"23607005",-40.62428284,-14.3791647,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",19,"23607005",-9.864357948,-35.49912262,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",19.08333333,"23607005",-29.04555321,-16.22817039,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",19.16666667,"23607005",-32.56405258,-12.42244911,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",19.25,"23607005",-43.04773712,-22.90613556,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",19.33333333,"23607005",-49.40257263,-28.04026794,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",19.41666667,"23607005",-22.38554192,-40.69608688,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",19.5,"23607005",-39.61001968,-16.41666222,NA,NA,37,7,2,"7.1.1"
"H","Glutamate","Male","Control",19.58333333,"23607005",-28.29158974,-20.35701942,NA,NA,37,7,2,"7.1.1"
